date,title,skills
2020-10-23,Архитектор IT-инфраструктуры,"Другое,Старший (Senior),Управление проектами,Ведение переговоров,Разработка ТЗ,Построение команды,Презентации,Продвижение проектов,Проектное планирование,Информационные технологии"
2020-10-23,Инженер технической поддержки,"Поддержка,Младший (Junior),Linux,Высоконагруженные системы,Dns,Dhcp,Системное администрирование,Администрирование Windows,Active directory,Техническая поддержка,It-консультирование,Установка и обслуживание офисной техники"
2020-10-22,Администратор Linux,"Администрирование,Средний (Middle),Linux,Высоконагруженные системы,NetBackup"
2020-10-22,Администратор Siebel,"Администрирование,Старший (Senior),Oracle Siebel CRM"
2020-10-22,Инженер-проектировщик Linux,"Администрирование,Старший (Senior),Linux,Redhat"
2020-10-22,Инженер-проектировщик систем виртуализации и VDI,"Администрирование,Средний (Middle),Citrix,Vmware"
2020-10-22,Архитектор корпоративной IT-инфраструктуры,"Администрирование,Старший (Senior),Архитектура предприятия"
2020-10-22,Сервисный инженер ,"Поддержка,Средний (Middle),Linux,Высоконагруженные системы,Unix"
2020-10-22,Инженер по мониторингу,"Разработка ПО,Младший (Junior),HTML,CSS,Cisco ccna,Tcp,Zabbix,Администрирование серверов,Администрирование сетей"
2020-10-21,Администратор DBA (Mysql),"Администрирование,Средний (Middle),MySQL,PostgreSQL,Linux,Высоконагруженные системы"
2020-10-21,Дежурный Unix инженер,"Администрирование,Младший (Junior),Linux,Высоконагруженные системы"
2020-10-26,Руководитель группы тестирования,"Тестирование,Ведущий (Lead),SQL,Itil,Построение команды,Автоматизация тестирования,Тестирование мобильных приложений,Функциональное тестирование"
2020-10-26,Senior Frontend-разработчик в MY.GAMES,"Фронтенд,Старший (Senior),JavaScript,ReactJS,Redux,HTML,CSS"
2020-10-26,Senior/Team lead Fullstack-разработчик,"Бэкенд,Старший (Senior),JavaScript,Python,SQL,Git,Высоконагруженные системы"
2020-10-26,Fullstack-разработчик,"Бэкенд,Средний (Middle),JavaScript,Python,SQL,Высоконагруженные системы,Git"
2020-10-26,Старший инженер по тестированию (MGVC),"Тестирование,Старший (Senior),Тестирование ПО,Функциональное тестирование,Ручное тестирование,Автоматизация тестирования,Регрессионное тестирование"
2020-10-24,Инженер-картограф (OpenStreetMap),"Другое,Средний (Middle),Python,SQL"
2020-10-24,PHP-разработчик в myTracker,"Бэкенд,Старший (Senior),PHP"
2020-10-24,Team Lead Ruby on Rails,"Бэкенд,Ведущий (Lead),Ruby on Rails"
2020-10-24,Perl-разработчик (adVentures),"Бэкенд,Средний (Middle),Perl"
2020-10-24,Senior Perl-разработчик в adVentures,"Бэкенд,Старший (Senior),Perl"
2020-10-24,Senior IOS-разработчик,"Приложения,Старший (Senior),Swift,Objective-С,Разработка под iOS"
2020-10-23,"С++ разработчик (Геопоиск, Карты)","Бэкенд,Средний (Middle),C++,Git,Linux,PostgreSQL,Redis,Nginx"
2020-10-22,Node.js-разработчик в MY.GAMES,"Бэкенд,Старший (Senior),Node.js"
2020-10-22,IOS-разработчик в Центральный маркетинг,"Приложения,Средний (Middle),Swift,Разработка под iOS,Разработка мобильных приложений"
2020-10-22,Team Lead Ruby on Rails в GeekBrains,"Бэкенд,Ведущий (Lead),Ruby on Rails"
2020-10-22,Data Scientist,"Аналитика,Средний (Middle),Python,SQL"
2020-10-22,DevOps/ SRE (Геосервисы),"Администрирование,Средний (Middle),Linux,Nginx,Centos,Kubernetes,Bash,Python,Redis,Jenkins,Puppet"
2020-10-22,DevOps - инженер (GeekBrains),"Администрирование,Средний (Middle),Kubernetes,CI/CD methodologies,Gitlab,Bash,Golang,JavaScript"
2020-10-15,Perl разработчик в Relap.io,"Бэкенд,Perl"
2020-09-28,Frontend-разработчик,"Фронтенд,Средний (Middle),JavaScript,ReactJS"
2020-10-26,Team Lead (Юнит Tariffs),"Бэкенд,Ведущий (Lead),PHP,Golang,Управление людьми"
2020-10-26,QA инженер (ShoppingX),"Тестирование,Средний (Middle),Автоматизация тестирования,Ручное тестирование,Golang,PHP"
2020-10-26,QA Automation Engineer (Pricing),"Тестирование,Средний (Middle),Автоматизация тестирования,Python"
