date,title,skills
2020-09-16,Android Developer,"Приложения,Старший (Senior),Kotlin,Разработка под Android,RxJava 2"
2020-09-16,iOS Developer,"Приложения,Старший (Senior),Swift,Разработка под iOS,Mvvm,Xcode,UIkit,CoreData"
2020-07-08,Руководитель клиентского сервиса,"Менеджмент,Средний (Middle),Управление проектами,Управление людьми,Организация бизнес-процессов,Поддержка клиентов,Оптимизация бизнес-процессов,Управление IT-услугами,Продвижение проектов,Управление продуктами,Построение команды,Разработка ТЗ,Управление бизнес-процессами,Автоматизация процессов,Ведение переговоров,Стратегическое планирование,Стратегическое управление,Бизнес-планирование,Развитие бизнеса,Мониторинг и анализ рынка"
2020-07-08,Руководитель SEO направления.,"Менеджмент,Средний (Middle),Управление людьми,Управление проектами,Управление IT-услугами,Разработка креативных стратегий коммуникаций,Создание креативных концепций,Медиапланирование,Повышение конверсии,Яндекс.Метрика,Google Analytics,Google adwords,Яндекс директ,Таргетированная реклама"
2020-07-08,iOS-developer,"Приложения,Средний (Middle),Swift,Objective-С,Xcode,Разработка под iOS"
2020-07-08,QA (специалист по тестированию),"Тестирование,Младший (Junior),Jira,Тестирование мобильных приложений,Баг-трекинг,Black box testing,Тестирование сайтов,Ручное тестирование,Тестирование ПО,Регрессионное тестирование,Тестирование дизайна,Тестирование на приемлемость для пользователя"
2020-06-04,Руководитель IT проектов,"Менеджмент,Управление проектами,Управление людьми,Построение команды,Проектное планирование,Разработка ТЗ,Информационные технологии,Стратегическое планирование,Управление продуктами,Стратегическое управление,Бюджетирование проектов,Управление бизнес-процессами,Оптимизация бизнес-процессов"
2020-06-04,Digital-маркетолог,"Маркетинг,Средний (Middle),Яндекс.Метрика,Google Analytics,Интернет маркетинг,Контекстная реклама,Business intelligence,Веб аналитика"
2020-06-04,Web-аналитик,"Аналитика,Средний (Middle),Яндекс.Метрика,Google Analytics,Business intelligence,Бизнес аналитика,Веб аналитика"
2020-10-07,Middle Frontend developer (Vue.js),"Фронтенд,Средний (Middle),Vue.js,JavaScript,HTML,CSS,Адаптивная верстка,Кроссбраузерная верстка"
2020-08-12,UX/UI Дизайнер,"Дизайн,UI/UX дизайн,Проектирование интерфейсов,Figma Design,Исследование пользователя,Проведение интервью,Дизайн продукта"
2020-07-24,Графический дизайнер,"Дизайн,Визуализация,Брендинг,Дизайн лендингов,Верстка полиграфической продукции,Графический дизайн"
2020-07-16,Product manager,"Менеджмент,Проектирование информационных систем,Управление требованиями к ПО,Исследование рынка,Аналитика требований,Бизнес аналитика"
2020-06-02,PHP developer,"Бэкенд,PHP,ООП,SQL,Symfony,Linux,Git,Golang"
2020-06-02,Symfony Middle developer,"Бэкенд,PHP,Symfony,PostgreSQL,Linux,Git,Docker"
2020-02-20,Android-разработчик,"Приложения,Разработка под Android,Kotlin,Java,Git"
2020-01-17,Full-Stack Web Developer (Фуллстэк Веб Разработчик),"Фронтенд,JavaScript,PHP,Laravel,Wordpress,MySQL,Электронная коммерция,HTML,Vue.js,Кроссбраузерная верстка,Веб-разработка"
2019-05-09,Frontend-разработчик (удаленно),"Фронтенд,Старший (Senior),JavaScript,Vue.js,HTML,Scss,Wordpress,Адаптивная верстка,Webpack,БЭМ,PHP"
2020-09-14,PHP-программист (1с-Bitrix),"Бэкенд,Средний (Middle),PHP,MySQL,JavaScript,1с-битрикс"
2019-03-29,Бэкенд разработчик PHP (1c-Bitrix),"Бэкенд,Средний (Middle),1с-битрикс,PHP,SQL,JavaScript,Git"
2018-06-21,Frontend разработчик / Full-Stack разработчик,"Фронтенд,Angular,Django,Python"
2020-09-02,Middle Backend Разработчик,"Бэкенд,Средний (Middle),PHP,Symfony,PostgreSQL,MySQL,Docker,Высоконагруженные системы,Базы данных,Redis,Elasticsearch,Kafka"
2020-06-16,Regular React Разработчик,"Фронтенд,Младший (Junior),JavaScript,ReactJS,HTML,CSS,Адаптивная верстка,Веб-разработка,Кроссбраузерная верстка,Redux"
2020-05-15,Senior React Разработчик,"Фронтенд,Старший (Senior),JavaScript,Git,Высоконагруженные системы,CSS,HTML,Веб-разработка,ReactJS,Redux,Typescript,JQuery"
2020-02-19,Sourcing & Recruitment Consultant,"Кадры,Рекрутмент,Подбор IT-специалистов,Проведение интервью,Поиск талантов,Публичные выступления"
2020-02-16,Middle React Разработчик,"Фронтенд,Средний (Middle),JavaScript,ReactJS,HTML,CSS,Адаптивная верстка,Веб-разработка,Кроссбраузерная верстка,Redux"
2020-01-11,Regular PHP Разработчик,"Бэкенд,Младший (Junior),JavaScript,PHP,MySQL,ООП,Базы данных,Git"
2020-01-07,Middle TA Разработчик (автотестирование),"Тестирование,Средний (Middle),JavaScript,Laravel,PostgreSQL,Git,Linux,PHP,ReactJS,Jenkins,Автоматизация тестирования,Функциональное тестирование"
2019-10-13,Middle / Senior Test Automation Engineer (JS),"Тестирование,Средний (Middle),JavaScript,Автоматизация тестирования,Регрессионное тестирование,Функциональное тестирование,Разработка тест-кейсов,Тестирование дизайна,Selenium,Jenkins,Баг-трекинг"
2018-04-10,Frontend-developer,"Фронтенд,ReactJS,Redux,HTML,CSS,JQuery,Less,Angular,Vue.js,Адаптивная верстка,Веб-разработка"
2017-08-23,Backend Developer,"Бэкенд,Веб-разработка,SQL,MySQL,PHP,ООП,Ajax"
2017-08-23,Frontend Developer,"Фронтенд,JavaScript,ReactJS,Адаптивная верстка,Scss"
2015-10-21,QA инженер (Тестер),"Тестирование,Тестирование ПО,Разработка тест-кейсов,Тестирование сайтов,Тестирование на приемлемость для пользователя,Ручное тестирование"
2020-01-18,PHP программист yii,"Бэкенд,PHP,ООП,Yii framework,Git,PostgreSQL,Redis,JavaScript,SQL,Высоконагруженные системы,Базы данных"
2019-07-22,Проектная работа на Yii1 / Yii2. Команда разработчиков.,"Бэкенд,ООП,PHP,Git,MySQL,PostgreSQL,Yii framework,Redis,Высоконагруженные системы"
2018-02-05,PHP программист yii2,"Бэкенд,PHP,Git,ООП,MySQL,Linux,PostgreSQL,Yii framework,JavaScript,Redis"
2018-01-05,PHP программист (Аудитор) частичная занятость,"Бэкенд,HTML,CSS,PHP,PostgreSQL,Yii framework,MySQL,JavaScript,Высоконагруженные системы,Git,SQL"
2017-11-19,Программист (Аудитор/Консультант),"Бэкенд,HTML,CSS,PHP,PostgreSQL,Yii framework,MySQL,JavaScript,Высоконагруженные системы,Git,SQL"
2017-11-08,PHP-программист Backend Yii2,"Бэкенд,PHP,Yii framework,MySQL,PostgreSQL,Redis,SQL,Git,ООП,Высоконагруженные системы,Nginx"
2017-09-26,PHP-программист Backend Yii2,"Бэкенд,Yii framework,PHP,Git,MySQL,ООП,PostgreSQL,Высоконагруженные системы"
2017-05-24,PHP-программист YII,"Разработка ПО,Yii framework,PHP,MySQL,PostgreSQL,Git,Высоконагруженные системы,SQL"
2017-02-21,Верстальщик,"Фронтенд,HTML,JavaScript,PHP,Java,Ajax"
2020-09-17,Middle Frontend разработчик (удалённо),"Фронтенд,Средний (Middle),HTML,CSS,Адаптивная верстка,Веб-разработка,Sass,Vue.js,Gulp,Webpack,Angular,ReactJS,GraphQL"
2020-06-23,Менеджер проектов (PM) в Digital-продакшн (удаленно),"Менеджмент,Управление проектами,Проектное планирование,Управление людьми"
2020-09-15,QA Engineer,"Тестирование,Младший (Junior),Тестирование мобильных приложений,Регрессионное тестирование,Ручное тестирование,Тестирование ПО,SQL"
2020-09-07,React native developer,"Фронтенд,Средний (Middle),ReactJS,Typescript,Redux,React Native,Vue.js"
2020-05-02,Senior PHP/MySQL developer,"Бэкенд,MySQL,PHP,Nginx,Symfony"
2020-01-22,QA team lead,"Тестирование,Ведущий (Lead),Регрессионное тестирование,Функциональное тестирование,Тестирование мобильных приложений"
2019-11-13,PHP  разработчик ,"Бэкенд,Средний (Middle),MySQL,PHP,Git"
2019-05-31,Senior Frontend Developer,"Фронтенд,Старший (Senior),JavaScript,CSS,HTML"
2019-05-31,Frontend-разработчик ,"Фронтенд,Средний (Middle),HTML,CSS,JavaScript,Angular"
2019-03-04,Fullstack developer,"Бэкенд,PHP,MySQL,Git,Nginx,Java,CSS,HTML"
2019-01-24,Product Manager,"Приложения,Старший (Senior),Управление проектами,Разработка ТЗ,Оптимизация бизнес-процессов"
2018-09-24,Project Manager,"Приложения,Agile,Управление проектами"
2018-01-13,QA mobile (tester) ,Приложения
2018-01-07,Ведущий PHP/MySQL/JS разработчик (team lead) ,"Бэкенд,MySQL,PHP,JavaScript,Linux,Git,Nginx"
2020-09-21,"Специалист по работе с ПО (авиационный спорт, удалённо)","Разработка ПО,Средний (Middle),Разработка программного обеспечения,Английский язык"
2019-12-16,Front-end разработчик (переезд в Люксембург),"Фронтенд,Старший (Senior),React Native,Redux,ReactJS,Node.js,JavaScript,Разработка мобильных приложений,Mobile,Разработка продукта,Typescript,Веб-разработка"
2019-02-20,Backend Software Engineer (relocation/remote Luxembourg),"Бэкенд,Старший (Senior),Java,Java spring framework,PostgreSQL,Amazon AWS,Kubernetes"
2019-02-13,Backend Software Engineer (Luxembourg),"Бэкенд,Старший (Senior),Java,Java spring framework,PostgreSQL,Amazon AWS,Kubernetes"
2018-04-18, Lead Project Manager/ Team Lead (relocation to Luxembourg),"Менеджмент,Построение команды,Управление разработкой,Управление продуктами,Scrum,Agile,Руководство стартапом,Разработка продукта,Управление проектами,Управление людьми"
2020-06-17,Fullstack developer (Angular),"Фронтенд,Средний (Middle),Angular"
2020-06-17,Kotlin-разработчик,"Разработка ПО,Средний (Middle),Kotlin"
2020-05-26,IOS разработчик,"Приложения,Средний (Middle),Objective-С,Разработка под iOS,UIkit,Разработка мобильных приложений,Английский язык"
2020-01-22,Руководитель разработки приложений (TeamLead) - iOS,"Разработка ПО,Ведущий (Lead),Objective-С"
2020-01-09,QA Engineer / Специалист по тестированию банковских продуктов и веб-приложений,"Тестирование,Средний (Middle),Jira"
2019-09-24,Разработчик Хранилища данных (Oracle),"Разработка ПО,Старший (Senior),Oracle,Etl,Oracle plsql,Проектирование баз данных,Большие данные"
2019-09-24,Ведущий Разработчик АБС,"Разработка ПО,Старший (Senior),ООП,SQL"
2019-09-11,Ведущий Программист C#,"Разработка ПО,Средний (Middle),C#"
2019-09-10,Администратор СУБД/ Администратор Систем управления базами данных,"Администрирование,Средний (Middle),Oracle,SQL,Администрирование ms sql,Администрирование баз данных"
2019-08-13,Директор по эксплуатации информационных систем,"Администрирование,Управление людьми,СУБД InterSystems Caché"
2019-07-23,Database administrator,"Администрирование,Старший (Senior),DBA,Oracle dba,Администрирование баз данных"
2019-07-22,Ведущий программист C# (Terrasoft Bpm’online),"Разработка ПО,Старший (Senior),BPMN,C#,JavaScript"
2018-11-20,Python-разработчик,"Бэкенд,Python,PostgreSQL,ООП,Git,Linux,Redis,MongoDB"
2018-11-14,QA Automation Engineer,"Тестирование,Средний (Middle),Автоматизация тестирования,Баг-трекинг,Регрессионное тестирование,Функциональное тестирование"
2017-03-22,"PHP-разработчик (middle, middle +)","Бэкенд,PHP,SQL,ООП,Git,JavaScript,Symfony"
2017-01-31,Middle PHP-разработчик,"Разработка ПО,PHP,ООП,SQL,JavaScript,JQuery"
2019-04-05,React Native Developer,"Приложения,Средний (Middle),React Native,Адаптивная верстка,ReactJS"
2020-03-25,Senior DevOps,"Администрирование,Старший (Senior),Kubernetes,Docker,Devops"
2019-08-20,Frontend Developer (React),"Фронтенд,Средний (Middle),JavaScript,ReactJS"
2019-11-25,Разработчик Angular 2+,"Фронтенд,Средний (Middle),Angular,Typescript"
2019-11-25,Разработчик Angular 2+,"Фронтенд,Средний (Middle),Angular,Typescript"
2017-11-24,Senior Java developer (Big Data),"Бэкенд,Java,SQL,ООП,Высоконагруженные системы,PostgreSQL,Java EE,Java SE,Spark,Hadoop"
2019-01-22,Middle/Senior Golang developer,"Бэкенд,Старший (Senior),Golang,PostgreSQL"
2018-11-21,Product Designer,"Дизайн,Старший (Senior),Дизайн продукта,Проектирование интерфейсов,UI/UX дизайн,Разработка интерфейсов"
2018-04-28,DevOps разработчик,"Администрирование,Linux"
2017-06-01,Mobile разработчик (React Native),"Приложения,JavaScript,Node.js"
2017-06-01,QA инженер,"Тестирование,Разработка тест-кейсов,Функциональное тестирование,Тестирование дизайна,Git,Jira,Scrum"
2017-06-01,DevOps разработчик,"Бэкенд,Linux,Ruby on Rails,Ruby,Высоконагруженные системы,PostgreSQL"
2017-03-29,Backend-разработчик в Qlean,"Бэкенд,Ruby,Clojure,Golang,Ruby on Rails,PostgreSQL,Docker,Rabbitmq,Bdd tdd,Agile"
2017-03-29,Бизнес-аналитик в Qlean,"Аналитика,SQL,Базы данных,Бизнес аналитика,Математическое моделирование,Бизнес-анализ,Анализ требований"
2016-02-20,IOS developer,"Приложения,Swift,Разработка под iOS"
2016-02-15,Фронтэнд разработчик (Front-end Developer),"Фронтенд,Node.js,JavaScript,Grunt.js,Sinatra,Scss,ReactJS,Slim,Coffeescript"
2015-04-07,Продуктовый дизайнер (UI/UX),"Бэкенд,Adobe Illustrator,UI/UX дизайн"
2017-11-24,Системный аналитик (Big Data),"Аналитика,Датамайнинг,Машинное обучение,Business intelligence,Системная аналитика,Аналитика требований,BPMN,Системный анализ,Uml,Большие данные,Pl/sql"
2017-11-24,UX/UI дизайнер,"Дизайн,UI/UX дизайн,Прототипирование,Проектирование интерфейсов,Wireframes,Axure,Адаптивный дизайн,Sketch,Дизайн продукта,Разработка интерфейсов"
2017-11-24,Бизнес-аналитик,"Аналитика,Бизнес-анализ,Анализ требований,Управление требованиями к ПО,Бизнес аналитика,Uml,Датамайнинг,Business intelligence,Проектирование информационных систем,BPMN"
2017-11-24,Технический писатель ,"Контент,XML,Английский язык,Грамотность,Microsoft Office,Работа в команде,Редактура и корректура,Написание инструкций,Копирайтинг,Литературное редактирование,Управление контентом"
2020-05-09,Devops (Cyprus),"Администрирование,Средний (Middle),Linux,Python,Java,PostgreSQL,Ansible,BGP"
2020-01-28,Technical writer,"Контент,Средний (Middle),Английский язык,Технический перевод,Текстовый перевод,Редактура и корректура"
2018-03-21,Javascript developer,"Фронтенд,JavaScript"
2018-01-29,Системный администратор,"Администрирование,Администрирование серверов,Администрирование Linux,Администрирование *nix,Centos,Freebsd"
2017-08-02,​JavaScript Developer,"Фронтенд,JavaScript,Angular,ReactJS"
2017-08-02,​JavaScript Developer,"Фронтенд,JavaScript,Angular,ReactJS"
2016-07-27,JavaScript developer (AngularJS/React),"Фронтенд,JavaScript,Angular"
2020-05-10,Удаленный Middle frontend на Vue.js ,"Фронтенд,Средний (Middle),Vue.js,JavaScript,Canvas"
2020-03-25,Дизайнер иконок и иллюстратор,"Дизайн,Младший (Junior),Adobe Illustrator"
2020-03-17,"Удаленный рекрутер, который находит cultural fit","Кадры,Средний (Middle),Рекрутмент,Подбор IT-специалистов,Проведение интервью,Поиск талантов,Подбор специалистов,Подбор команды,Обработка резюме"
2020-01-03,Дизайнер коммуникаций,"Дизайн,Средний (Middle),Adobe Photoshop,Adobe Illustrator,Графический дизайн,Брендинг,Моушн-графика,Adobe After Effects,Видеодизайн,Арт-директинг"
2020-01-02,Удаленный программист нейронных сетей и/или компьютерного зрения,"Разработка ПО,Средний (Middle),Машинное обучение,Компьютерное зрение,Opencv,Компьютерная графика,Python,PyTorch"
2019-10-14,Технический писатель на английском / DocOps,"Поддержка,Старший (Senior),Английский язык,Копирайтинг,Написание инструкций,Управление контентом,Рерайтинг,Журналистика,Технический перевод"
2019-10-14,C#/.NET Developer (WPF/UWP),"Разработка ПО,Средний (Middle),C#,.NET,Wpf,Mvvm,ООП,Git,UI/UX дизайн"
2019-10-07,Удаленный программист на Node.js,"Бэкенд,Средний (Middle),MongoDB,Node.js,Vue.js"
2019-09-12,Удаленный программист на Ruby,"Бэкенд,Средний (Middle),MongoDB,Git,Ruby"
2019-07-17,Junior QA,"Тестирование,Младший (Junior),Тестирование ПО,Ручное тестирование,Контроль качества"
2019-06-20,Удаленный программист на Ruby или Python (junior/middle),"Разработка ПО,Средний (Middle),JavaScript,Restful api,Ruby,MongoDB,Python,Docker"
2018-08-12,Рекрутер в IT,"Кадры,Adobe Illustrator,Векторная графика"
2018-08-11,Дизайнер интерфейса (UX),"Дизайн,Ведущий (Lead),Web Interface Design,UI/UX дизайн,Веб-дизайн,Графический дизайн,Sketch,Проектирование интерфейсов,Дизайн продукта"
2018-07-18,Дизайнер иконок-стажер,"Бэкенд,Стажёр (Intern),Adobe Illustrator,Векторная графика"
2018-06-21,Моушн Дизайнер (Motion Designer),"Дизайн,Моушн-графика,2d-анимация,Создание анимации,Видеодизайн"
2018-05-31,Customer Support Specialist,"Поддержка,Английский язык,Техническая поддержка,Поддержка клиентов"
2017-08-17,Сисадмин / DevOps / System Reboot Engineer,"Администрирование,Devops,Linux,Git,Nginx,MongoDB,Docker,Node.js,Kubernetes,Redis,Elasticsearch"
2016-11-16,Верстальщик HTML/CSS,"Фронтенд,HTML,CSS,Scss,Кроссбраузерная верстка,Адаптивная верстка,Angular,PHP,Sketch"
2016-10-03,Технический дизайнер,"Дизайн,Adobe Illustrator,UI/UX дизайн,Разработка интерфейсов,Дизайн иконок,Векторная графика"
2016-08-24,SEO оптимизатор,"Маркетинг,Поисковая оптимизация,Раскрутка сайтов,Внешняя оптимизация"
2016-04-22,Community manager,"Контент,Английский язык,Модерирование,Сопровождение проектов"
2016-03-24,Программист Mac OS,"Бэкенд,Cocoa,Objective-С,Разработка под iOS"
2016-03-15,QA Engineer,"Тестирование,Тестирование ПО,Контроль качества,Английский язык"
2015-07-16,Digital marketing/growth hacking,"Маркетинг,Аналитика,Интернет маркетинг,Email маркетинг,SMM,Дизайн лендингов,Веб аналитика,Повышение конверсии"
2020-05-19,Middle WordPress Developer,"Бэкенд,Средний (Middle),PHP,JavaScript,Git,Wordpress,Адаптивная верстка,JQuery,Кроссбраузерная верстка,Веб-разработка,Верстка лендингов,MySQL"
2020-03-09,WordPress Developer? We want you!,"Бэкенд,Средний (Middle),PHP,JavaScript,Git,Wordpress,Адаптивная верстка,JQuery,Кроссбраузерная верстка,Веб-разработка,Верстка лендингов,MySQL"
2019-04-21,Senior PHP Developer for team-lead,"Бэкенд,Ведущий (Lead),Управление разработкой,Разработка ТЗ,Построение команды,Управление людьми,Laravel,PHP,Git,Linux,Docker,Redis"
2019-04-14,Expert Full Stack developer with WordPress expertise,"Бэкенд,JavaScript,PHP,Git,MySQL,Node.js,Wordpress,Webpack,Адаптивная верстка"
2018-02-25,Expert PHP Developer with WordPress expertise,"Бэкенд,HTML,CSS,JQuery,Sass,Адаптивная верстка,Scss,Twitter Bootstrap,Wordpress,Веб-разработка,Верстка лендингов"
2018-02-08,Senior Android and iOS Developer(s),"Приложения,Java,Git,Objective-С,Swift,Xcode,Разработка под Android,Разработка под iOS"
2018-01-22,React Native Developer,"Фронтенд,React Native"
2018-01-21,Web Designer,"Дизайн,Adobe Photoshop,UI/UX дизайн,Веб-дизайн,Adobe Illustrator"
2018-01-16,Full Stack Developer with expertise in React JS,"Фронтенд,Webpack,ReactJS,Sass,Верстка лендингов,Wordpress"
2018-01-04,Expert WordPress Developer,"Бэкенд,Wordpress,Адаптивная верстка,Sass,Twitter Bootstrap,JQuery,CSS,HTML"
2017-10-18,Expert PHP Developer Specialized in WordPress,"Бэкенд,Wordpress,JQuery,Sass,CSS,HTML,Twitter Bootstrap,Адаптивная верстка,Верстка лендингов,Семантическая верстка"
2017-10-17,Full Stack Developer with expertise in React.JS,"Фронтенд,JavaScript,MongoDB,ReactJS,Webpack,Redux"
2017-10-17,Expert WordPress Developer,"Бэкенд,Wordpress,JQuery,CSS,HTML,Twitter Bootstrap,Адаптивная верстка"
2017-05-24,Web & Print Designer,"Дизайн,Adobe Photoshop,Веб-дизайн,UI/UX дизайн,Adobe Illustrator,Графический дизайн,Дизайн логотипов,Создание фирменного стиля,Дизайн упаковки,Полиграфический дизайн"
2017-05-24,React Native Developer,"Фронтенд,JavaScript,Git,Ajax,ReactJS,React Native,Webpack,Gulp"
2017-05-12,Expert WordPress Developer,"Бэкенд,Wordpress,CSS,HTML,JQuery,Twitter Bootstrap,PHP,MySQL,JavaScript,Git,ООП"
2020-06-26,"Senior PHP developer, Team Lead","Бэкенд,Ведущий (Lead),PHP,Laravel,Высоконагруженные системы,MySQL,PostgreSQL,Vue.js"
2018-11-07,PHP Team Lead,"Бэкенд,Старший (Senior),PHP,Высоконагруженные системы,Базы данных,Laravel,MySQL,PostgreSQL,Vue.js"
2020-08-05,DevOps/Backend инженер с фокусом на инфраструктуре,"Бэкенд,Старший (Senior),Django,Rabbitmq,Celery,Nginx,Docker,Kubernetes,Python"
2020-07-30,Аналитик данных в онлайн-образовании,"Аналитика,Средний (Middle),SQL,Python,Датамайнинг,Машинное обучение,Английский язык"
2020-07-07,"Автор обучающих проектов по программированию (Frontend, JavaScript) ","Фронтенд,JavaScript,Node.js,HTML,CSS,Английский язык"
2020-06-29,"Data engineer (Middle, Senior)","Бэкенд,Средний (Middle),Python,Django,SQL,ClickHouse,Git,Docker,Bash"
2020-01-17,"Автор обучающих проектов на Python, Java, Kotlin","Контент,Computer Science,Английский язык,Грамотность"
2019-11-05,Data engineer,"Бэкенд,Средний (Middle),SQL,Python,Git,Bash"
2019-10-16,Fullstack/Backend Developer (Senior) в команду Hyperskill,"Бэкенд,Старший (Senior),Python,Django,JavaScript,Vue.js"
2019-07-25,"Автор обучающих уроков по программированию (Python, SQL, JS, Android и др)","Контент,Английский язык,Преподавание в IT,Грамотность"
2019-03-28,Автор образовательного контента по Kotlin,"Другое,Kotlin,Английский язык,Преподавание в IT"
2019-02-21,Code Reviewer for Java Educational Platform,"Другое,Средний (Middle),Java,Английский язык,Просмотр кода"
2014-05-21,Senior Frontend Developer,"Бэкенд,Coffeescript,Rest,Ember.js,HTML,CSS,Sass,JavaScript,JQuery"
2020-09-23,Backend-разработчик,"Бэкенд,Средний (Middle),Python,Django,Celery,PostgreSQL,Docker,Git"
2016-04-04,Senior AngularJS (Front-end) Developer,"Разработка ПО,JavaScript,Angular,Backbone.js,JQuery,Twitter Bootstrap,Английский язык,HTML,CSS,ООП,Websockets"
2016-04-04,Senior Ruby on Rails Developer,"Разработка ПО,Ruby on Rails,Ruby,ReactJS,Ember.js,HTML,CSS,JavaScript,Системы контроля версий,Модульное тестирование,Разработка через тестирование"
2016-03-30,Senior Software Engineer (Java),"Разработка ПО,Java,Java EE,Java spring framework,Restful api,SQL,Java message service,Apache maven,Непрерывная интеграция,Agile,Английский язык"
2016-03-28,QA Automation Engineer (Selenium + C#),"Тестирование,Автоматизация,Selenium webdriver,C#,Тестирование ПО,Разработка тест-кейсов,Английский язык,ООП,SQL,HTML,Непрерывная интеграция"
2016-03-17,Senior QA Engineer,"Тестирование,Тестирование ПО,Ручное тестирование,Разработка тест-кейсов,Автоматизация,Selenium"
2016-03-17,Python Developer,"Разработка ПО,Python,Django,JavaScript,SQL,Linux,Celery,Rabbitmq,Системы контроля версий,Контроль качества,Memcache"
2015-11-12,Configuration manager / devops (Microsoft),"Разработка ПО,SQL,Jira,Windows azure"
2015-10-27,Senior QA Automation (Selenium + C#),"Тестирование,Ручное тестирование,Автоматизация тестирования,C#,Selenium,Тестирование ПО"
2015-06-06,Business Analyst,Бэкенд
2015-06-06,Senior BigData/Kafka developer,Бэкенд
2015-06-06,Senior WPF Developer,"Бэкенд,Другое"
2015-06-06,C++ Developer,Другое
2015-06-06,UX/UI Expert,"Бэкенд,Другое"
2015-06-06,Senior QA Automation (Selenium + C#),Бэкенд
2015-06-06,DevOps Engineer / Configuration Manager,"Бэкенд,Бэкенд"
2015-06-06,Senior Node.js разработчик,"Бэкенд,Бэкенд"
2015-06-06,.NET Developer,Бэкенд
2015-06-06,Senior Front-end Developer,Бэкенд
2015-06-06,Senior QA Engineer,Бэкенд
2015-06-06,Project Manager,Менеджмент
2014-08-21,Ruby On Rails Developer,"Бэкенд,Ruby on Rails,Ruby"
2014-07-09,Python Developer в DataArt в проект Wargaming,"Бэкенд,SQL,Celery,Python,PostgreSQL,Rabbitmq,JavaScript"
2020-08-17,"Salesforce Developer, Financial Software Solutions","Разработка ПО,Старший (Senior),Salesforce,HTML,CSS,XML,Английский язык,SVN,Git,Soap,Rest,JavaScript,Решение проблем"
2019-10-29,Python Trainee,"Разработка ПО,Стажёр (Intern),Python,Английский язык,SQL,Linux,JavaScript,HTML,CSS"
2019-07-16,"Full Stack (.NET Engineer), Medical Appointment Scheduling Service","Разработка ПО,Старший (Senior),.NET,SVN,ReactJS,Angular,WCF,T-SQL,CI/CD methodologies,Английский язык"
2019-05-07,Angular Developer,"Фронтенд,Средний (Middle),Angular,Redux,Английский язык,HTML,CSS,CI/CD methodologies,Webpack,Gulp"
2018-12-11,"Data Engineer, Insurance Services (Relocation to Poland)","Разработка ПО,Старший (Senior),Английский язык,SQL,Исследование рынка,Qlikview,Анализ требований,Управление требованиями к ПО"
2018-10-24,"Middle Scala Developer, Social Networking Platform","Разработка ПО,Scala,Java,MySQL,Bash,Linux,Unix,Английский язык,Работа в команде"
2018-04-09,"Middle Android Developer, Banking App","Разработка ПО,Английский язык,Разработка мобильных приложений,Разработка под Android,Android studio,Mvvm,ООП,Restful api,Kotlin,Android ndk"
2018-02-20,"Senior Python Developer, Gaming Platform","Разработка ПО,Python,Django,SQL,Celery,Rabbitmq,Модульное тестирование,Linux,Memcache,JavaScript,Nginx"
2018-02-13,"Senior ETL Developer, Financial Analytics System","Разработка ПО,Etl,SQL,Linux,Oracle dba,Английский язык,Sybase"
2018-01-12,"Middle QA Automation Engineer, Financial Analytics System","Тестирование,Автоматизация тестирования,SQL,Oracle plsql,Администрирование ms sql,Английский язык,Etl,Apache maven,Jenkins,JavaScript"
2017-11-07,"Senior Project Manager, Finance Practice","Менеджмент,Управление проектами,Управление людьми,Управление требованиями к ПО,Управление рисками,Управление разработкой,Английский язык,Поддержка клиентов,Agile,Проектное планирование,Информационные технологии"
2017-10-09,"Golang Developer, iGaming Operator","Разработка ПО,Golang,MySQL,Nosql,HTTP,Restful api,Node.js,JavaScript,Английский язык,Git"
2017-10-09,"Python Architect, Media Distribution Platform","Разработка ПО,Python,SQL,Flask,Django,Linux,Git,Английский язык"
2017-10-09,"Senior Java Engineer, Financial Analytics System","Разработка ПО,Java EE,Java spring framework,Hibernate,Restful api,SQL,ООП,Объектно-ориентированное проектирование,Apache maven,Непрерывная интеграция,Английский язык"
2017-10-09,"Senior Angular.js Developer, Insurance Services","Фронтенд,Angular,HTML,CSS,JavaScript,Git,MySQL,PostgreSQL,Restful api,Английский язык,Agile"
2017-08-10,Senior JavaScript Developer with React or Angular Experience,"Фронтенд,JavaScript,Backbone.js,JQuery,HTML,CSS,HTTP,Веб-разработка,Twitter Bootstrap,Английский язык"
2017-08-10,"Senior QA Automation (.NET/C# Stack) Engineer, Registry App Development","Тестирование,Автоматизация тестирования,Selenium webdriver,Английский язык,Разработка тест-кейсов,Тестирование ПО"
2017-07-17,Senior DevOps Engineer with AWS Experience,"Разработка ПО,Amazon AWS,Непрерывная интеграция,Ansible,Puppet,Jenkins,Nginx,Linux,Английский язык"
2017-07-17,"Senior Java Engineer, Financial Analytics System Development","Разработка ПО,Java,Java EE,Hibernate,Java spring framework,SQL,ООП,Паттерны проектирования,Английский язык"
2017-07-14,"Senior .NET Engineer (Back-end), Registry App Development","Бэкенд,C#,.NET,ASP.NET MVC,SQL,MongoDB,Scrum,Английский язык,WCF,Powershell"
2016-11-15,Senior QA Automation Engineer,"Тестирование,Selenium webdriver"
2016-10-07,ReactJS Developer for Financial Practice Project,"Разработка ПО,ReactJS,JavaScript,JQuery,Angular,Backbone.js"
2016-10-07,Senior .NET Developer,"Разработка ПО,C#,ASP.NET MVC,ООП"
